germplasmName,trait_name,value,location,year,studyName,trait_abbrev,env_id
A47,Yield - kg/ha,5827,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A47,Yield - kg/ha,5730,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A47,Yield - kg/ha,6055,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A47,Yield - kg/ha,6110,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A48,Yield - kg/ha,5858,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A48,Yield - kg/ha,5683,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A48,Yield - kg/ha,6319,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A48,Yield - kg/ha,4898,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A48,Yield - kg/ha,5712,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A48,Yield - kg/ha,6200,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A48,Yield - kg/ha,5887,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A48,Yield - kg/ha,5820,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A48,Yield - kg/ha,6489,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A49,Yield - kg/ha,4851,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A49,Yield - kg/ha,5417,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A49,Yield - kg/ha,6117,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A49,Yield - kg/ha,6293,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A49,Yield - kg/ha,5529,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A49,Yield - kg/ha,5094,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A49,Yield - kg/ha,5759,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A49,Yield - kg/ha,5554,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A49,Yield - kg/ha,5217,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A50,Yield - kg/ha,5922,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A50,Yield - kg/ha,4627,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A50,Yield - kg/ha,5119,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A50,Yield - kg/ha,4955,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A50,Yield - kg/ha,5182,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A50,Yield - kg/ha,5336,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A50,Yield - kg/ha,6013,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A50,Yield - kg/ha,6288,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A50,Yield - kg/ha,6243,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
