studyName,germplasmName,value,traitName
ARS-SRPN-2007-CLOVIS,TX02A0252,5595.8725,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,ROBIDOUX,5774.085,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,ROBIDOUX,5291.23,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,ROBIDOUX,5843.3525,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TAM401,5664.4675,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TAM401,5071.3225,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TAM401,6296.6175,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TX02A0252,4093.5075,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TX02A0252,4158.74,Grain yield - kg/ha
ARS-SRPN-2007-CLOVIS-IRRIGATED,TX02A0252,3601.91,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,ROBIDOUX,4273.872,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,ROBIDOUX,4768.832,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,ROBIDOUX,4600.976,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TAM401,5720.016,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TAM401,5747.992,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TAM401,4932.384,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TX02A0252,6395.744,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TX02A0252,5967.496,Grain yield - kg/ha
ARS-SRPN-2007-COLBY,TX02A0252,5128.216,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,ROBIDOUX,1543.3875,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,ROBIDOUX,1511.1075,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,ROBIDOUX,1451.9275,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TAM401,2014.81,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TAM401,1418.3025,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TAM401,1670.49,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TX02A0252,879.63,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TX02A0252,869.5425,Grain yield - kg/ha
ARS-SRPN-2007-COLUMBIA,TX02A0252,495.6325,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,ROBIDOUX,2555.5,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,ROBIDOUX,2979.175,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,TAM401,3436.475,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,TAM401,3557.525,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,TX02A0252,2575.675,Grain yield - kg/ha
ARS-SRPN-2007-CRAWFORDSVILLE,TX02A0252,2622.75,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,ROBIDOUX,3316.5,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,ROBIDOUX,3501.1,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,TAM401,3322.5,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,TAM401,4071.4,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,TX02A0252,2930.4,Grain yield - kg/ha
ARS-SRPN-2007-DAKOTA_LAKES,TX02A0252,2804,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,ROBIDOUX,7168.37,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,ROBIDOUX,6309.22,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,ROBIDOUX,5648.64,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,ROBIDOUX,6812.49,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TAM401,6680.79,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TAM401,5910.57,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TAM401,5552.08,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TAM401,6748.35,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TX02A0252,8212.68,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TX02A0252,6949.43,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TX02A0252,9140.87,Grain yield - kg/ha
ARS-SRPN-2007-FARMINGTON,TX02A0252,6134.86,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,ROBIDOUX,1277.75,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,ROBIDOUX,1378.625,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,ROBIDOUX,1519.85,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TAM401,2622.75,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TAM401,2629.475,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TAM401,2562.225,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TX02A0252,1540.025,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TX02A0252,1566.925,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COBB,TX02A0252,1513.125,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,ROBIDOUX,5117.725,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,ROBIDOUX,5844.025,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,ROBIDOUX,5622.1,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TAM401,5601.925,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TAM401,7471.475,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TAM401,6173.55,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TX02A0252,6973.825,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TX02A0252,7955.675,Grain yield - kg/ha
ARS-SRPN-2007-FORT_COLLINS,TX02A0252,8312.1,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,ROBIDOUX,3012.8,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,ROBIDOUX,2784.15,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,ROBIDOUX,3046.425,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TAM401,3349.05,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TAM401,3577.7,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TAM401,3671.85,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TX02A0252,2441.175,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TX02A0252,2589.125,Grain yield - kg/ha
ARS-SRPN-2007-GARDEN_CITY,TX02A0252,2656.375,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,ROBIDOUX,5292.575,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,ROBIDOUX,6429.1,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,ROBIDOUX,5373.275,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TAM401,7538.725,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TAM401,5971.8,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TAM401,6341.675,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TX02A0252,7168.85,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TX02A0252,5218.6,Grain yield - kg/ha
ARS-SRPN-2007-GOODWELL,TX02A0252,5911.275,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,ROBIDOUX,2427.725,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,ROBIDOUX,1936.8,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,ROBIDOUX,5057.2,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TAM401,2992.625,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TAM401,3678.575,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TAM401,3120.4,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TX02A0252,2622.75,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TX02A0252,4371.25,Grain yield - kg/ha
ARS-SRPN-2007-JULESBURG,TX02A0252,2723.625,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,ROBIDOUX,6072.675,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,ROBIDOUX,3133.85,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,ROBIDOUX,4855.45,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TAM401,5406.9,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TAM401,3776.0875,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TAM401,2562.225,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TX02A0252,5074.0125,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TX02A0252,2784.15,Grain yield - kg/ha
ARS-SRPN-2007-LINCOLN,TX02A0252,4989.95,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,ROBIDOUX,4314.0875,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,ROBIDOUX,5480.875,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,ROBIDOUX,5380,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TAM401,5544.7625,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TAM401,6456,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TAM401,5817.125,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TX02A0252,5184.975,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TX02A0252,5985.25,Grain yield - kg/ha
ARS-SRPN-2007-NORTH_PLATTE,TX02A0252,5380,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,ROBIDOUX,3167.475,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,ROBIDOUX,3187.65,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,ROBIDOUX,3826.525,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TAM401,4956.325,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TAM401,3382.675,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TAM401,5117.725,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TX02A0252,3752.55,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TX02A0252,4068.625,Grain yield - kg/ha
ARS-SRPN-2007-PROSPER,TX02A0252,3974.475,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,ROBIDOUX,4408.2375,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,ROBIDOUX,4203.125,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,ROBIDOUX,4640.25,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TAM401,4811.7375,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TAM401,3799.625,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TAM401,5817.125,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TX02A0252,5850.75,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TX02A0252,3967.75,Grain yield - kg/ha
ARS-SRPN-2007-SIDNEY,TX02A0252,5749.875,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,ROBIDOUX,2757.25,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,ROBIDOUX,2898.475,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,ROBIDOUX,1627.45,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TAM401,2777.425,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TAM401,2703.45,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TAM401,2985.9,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TX02A0252,3470.1,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TX02A0252,2871.575,Grain yield - kg/ha
ARS-SRPN-2007-WALSH,TX02A0252,2770.7,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,ROBIDOUX,2331.2,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,ROBIDOUX,2584.1,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,TAM401,2804,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,TAM401,2477.2,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,TX02A0252,2160.8,Grain yield - kg/ha
ARS-SRPN-2007-WINNER,TX02A0252,1618.4,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,OK04505,3705.475,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,OK04505,3120.4,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,OK04505,3725.65,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX01V5134RC-3,2811.05,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX01V5134RC-3,2804.325,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX01V5134RC-3,3745.825,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX02A0252,4754.575,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX02A0252,3389.4,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX02A0252,2158.725,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04A001246,3389.4,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04A001246,2407.55,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04A001246,3160.75,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04M410211,2945.55,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04M410211,3692.025,Grain yield - kg/ha
ARS-SRPN-2008-AKRON,TX04M410211,3012.8,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,OK04505,3408.23,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,OK04505,2614.68,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,OK04505,4347.04,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX01V5134RC-3,3502.38,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX01V5134RC-3,3456.65,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX01V5134RC-3,3639.57,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX02A0252,2743.8,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX02A0252,3981.2,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX02A0252,3749.86,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04A001246,3149.99,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04A001246,3687.99,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04A001246,3090.81,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04M410211,2967.07,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04M410211,3456.65,Grain yield - kg/ha
ARS-SRPN-2008-ALLIANCE,TX04M410211,2749.18,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,OK04505,2716.9,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,OK04505,2387.375,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,OK04505,2521.875,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX01V5134RC-3,2104.925,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX01V5134RC-3,2017.5,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX01V5134RC-3,2373.925,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX02A0252,2273.05,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX02A0252,2481.525,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX02A0252,2172.175,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04A001246,1506.4,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04A001246,1936.8,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04A001246,1802.3,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04M410211,1654.35,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04M410211,2084.75,Grain yield - kg/ha
ARS-SRPN-2008-ARCHER,TX04M410211,1674.525,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,OK04505,5838.05,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,OK04505,5325.23,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX01V5134RC-3,5559.68,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX01V5134RC-3,6611.08,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX02A0252,5491.19,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX02A0252,5824.91,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX04A001246,5452.81,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX04A001246,5225.61,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX04M410211,6038.21,Grain yield - kg/ha
ARS-SRPN-2008-BROOKINGS,TX04M410211,5597.97,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,OK04505,2898.475,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,OK04505,5548.125,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,OK04505,3866.875,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX01V5134RC-3,4061.9,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX01V5134RC-3,4741.125,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX01V5134RC-3,3611.325,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX02A0252,2703.45,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX02A0252,5151.35,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX02A0252,4337.625,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04A001246,3913.95,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04A001246,4344.35,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04A001246,3792.9,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04M410211,3167.475,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04M410211,3604.6,Grain yield - kg/ha
ARS-SRPN-2008-BURLINGTON,TX04M410211,3994.65,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,OK04505,773.375,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,OK04505,618.7,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,OK04505,766.65,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX01V5134RC-3,1028.925,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX01V5134RC-3,1271.025,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX01V5134RC-3,1170.15,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX02A0252,733.025,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX02A0252,847.35,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX02A0252,477.475,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04A001246,867.525,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04A001246,1008.75,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04A001246,800.275,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04M410211,928.05,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04M410211,369.875,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND,TX04M410211,719.575,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,OK04505,1097.52,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,OK04505,1042.375,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,OK04505,1467.395,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX01V5134RC-3,979.16,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX01V5134RC-3,1696.7175,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX01V5134RC-3,1089.45,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX02A0252,1656.3675,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX02A0252,1636.1925,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX02A0252,1603.9125,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04A001246,1985.22,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04A001246,1887.035,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04A001246,1529.265,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04M410211,1718.2375,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04M410211,1831.89,Grain yield - kg/ha
ARS-SRPN-2008-BUSHLAND-IRRIGATED,TX04M410211,911.91,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,OK04505,2481.525,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,OK04505,2528.6,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,OK04505,3759.275,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX01V5134RC-3,2663.1,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX01V5134RC-3,2535.325,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX01V5134RC-3,2918.65,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX02A0252,2387.375,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX02A0252,3187.65,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX02A0252,2716.9,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04A001246,2212.525,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04A001246,2091.475,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04A001246,2125.1,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04M410211,2481.525,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04M410211,2273.05,Grain yield - kg/ha
ARS-SRPN-2008-CHILLICOTHE,TX04M410211,2804.325,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,OK04505,3981.2,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,OK04505,3527.935,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,OK04505,3989.9425,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX01V5134RC-3,4583.0875,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX01V5134RC-3,3099.5525,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX01V5134RC-3,5506.43,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX02A0252,4176.225,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX02A0252,2638.2175,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX02A0252,2571.64,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04A001246,4384.7,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04A001246,4913.285,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04A001246,4352.42,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04M410211,3802.9875,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04M410211,4253.5625,Grain yield - kg/ha
ARS-SRPN-2008-CLAY_CENTER,TX04M410211,4088.8,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,OK04505,1460.67,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,OK04505,250.17,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,OK04505,1944.87,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX01V5134RC-3,1886.3625,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX01V5134RC-3,1633.5025,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX01V5134RC-3,2140.5675,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX02A0252,3088.7925,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX02A0252,2331.5575,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX02A0252,2817.775,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04A001246,3309.3725,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04A001246,2640.9075,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04A001246,2158.725,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04M410211,2892.4225,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04M410211,1578.3575,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS,TX04M410211,2145.275,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,OK04505,5664.4675,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,OK04505,3174.2,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,OK04505,5444.56,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX01V5134RC-3,4039.7075,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX01V5134RC-3,3552.145,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX01V5134RC-3,5692.7125,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX02A0252,5228.015,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX02A0252,3536.6775,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX02A0252,3696.06,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04A001246,5212.5475,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04A001246,4998.02,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04A001246,5032.99,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04M410211,5535.3475,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04M410211,5186.32,Grain yield - kg/ha
ARS-SRPN-2008-CLOVIS-IRRIGATED,TX04M410211,5127.14,Grain yield - kg/ha
ARS-SRPN-2008-COLBY,OK04505,3806.888,Grain yield - kg/ha
ARS-SRPN-2008-COLBY,OK04505,3180.656,Grain yield - kg/ha
